"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60053","Purchase: Checkout Permutation - Product 0 with Var 0","chromium","2026-04-13","broken","2026-04-13","Business Logic: Purchase Flow @e2e","purchase_flow.spec.js","",""
"","1001","Login: Invalid combination - User:user_4/Pass:pass_2","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","568","Inventory: Display Product - Sauce Labs Onesie @sanity","chromium","2026-04-13","failed","2026-04-13","Business Logic: Inventory Management @regression","inventory.spec.js","",""
"","1044","Login: Invalid combination - User:user_5/Pass:pass_5","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","60052","Purchase: Complete Flow for Sauce Labs Fleece Jacket @smoke","chromium","2026-04-13","broken","2026-04-13","Business Logic: Purchase Flow @e2e","purchase_flow.spec.js","",""
"","60055","Purchase: Checkout Permutation - Product 4 with Var 1","chromium","2026-04-13","broken","2026-04-13","Business Logic: Purchase Flow @e2e","purchase_flow.spec.js","",""
"","968","Login: Invalid combination - User:user_3/Pass:pass_6","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","581","Inventory: Display Product - Test.allTheThings() T-Shirt (Red) @sanity","chromium","2026-04-13","failed","2026-04-13","Business Logic: Inventory Management @regression","inventory.spec.js","",""
"","940","Login: Invalid combination - User:user_5/Pass:pass_2","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","60066","Purchase: Checkout Permutation - Product 1 with Var 1","chromium","2026-04-13","broken","2026-04-13","Business Logic: Purchase Flow @e2e","purchase_flow.spec.js","",""
"","1002","Login: Invalid combination - User:user_5/Pass:pass_1","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","953","Login: Invalid combination - User:user_1/Pass:pass_0","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","1043","Login: Invalid combination - User:user_1/Pass:pass_2","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","966","Login: Invalid combination - User:user_1/Pass:pass_5","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","983","Login: Invalid combination - User:user_2/Pass:pass_0","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","60052","Purchase: Multi-item Combination - [0,1,2,3,4,5] @regression","chromium","2026-04-13","broken","2026-04-13","Business Logic: Purchase Flow @e2e","purchase_flow.spec.js","",""
"","980","Login: Invalid combination - User:user_8/Pass:pass_1","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","1031","Login: Invalid combination - User:user_9/Pass:pass_0","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","60063","Purchase: Complete Flow for Sauce Labs Bolt T-Shirt @smoke","chromium","2026-04-13","broken","2026-04-13","Business Logic: Purchase Flow @e2e","purchase_flow.spec.js","",""
"","1070","Login: Invalid combination - User:user_9/Pass:pass_3","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","60064","Purchase: Checkout Permutation - Product 0 with Var 1","chromium","2026-04-13","broken","2026-04-13","Business Logic: Purchase Flow @e2e","purchase_flow.spec.js","",""
"","1166","Login: Invalid combination - User:user_3/Pass:pass_4","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","1276","Inventory: Display Product - Sauce Labs Bolt T-Shirt @sanity","chromium","2026-04-13","failed","2026-04-13","Business Logic: Inventory Management @regression","inventory.spec.js","",""
"","956","Login: Invalid combination - User:user_1/Pass:pass_6","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","1203","Login: Invalid combination - User:user_0/Pass:pass_2","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","60060","Inventory: Sort by Price (low to high) @smoke","chromium","2026-04-13","broken","2026-04-13","Business Logic: Inventory Management @regression","inventory.spec.js","",""
"","1079","Login: Invalid combination - User:user_8/Pass:pass_5","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","1103","Inventory: Display Product - Sauce Labs Bike Light @sanity","chromium","2026-04-13","failed","2026-04-13","Business Logic: Inventory Management @regression","inventory.spec.js","",""
"","60063","Cart: Add and remove 2 items @sanity","chromium","2026-04-13","broken","2026-04-13","Business Logic: Error Handling & Validations @regression","negative_tests.spec.js","",""
"","998","Login: Invalid combination - User:user_4/Pass:pass_5","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
"","1049","Login: Invalid combination - User:user_8/Pass:pass_3","chromium","2026-04-13","passed","2026-04-13","Business Logic: Authentication @regression","auth.spec.js","",""
